113.36,0.67
216.76,1.72
356.93,2.36
490.53,3.07
640.55,3.85
774.41,4.43
856.01,4.81
905.11,5.4
930.07,5.83
936.14,6.1
948.49,6.29
958.77,6.43
963.96,6.49
979.8,6.56
984.92,6.57
988.37,6.59
980.4,6.62
976.61,6.64
981.61,6.62
983.72,6.65
986.54,6.69
986.04,6.72
978.7,6.72
979.32,6.71
986.65,6.68
989.8,6.69
993.18,6.7
999.11,6.69
1007.2,6.66
1011.4,6.68
1010.6,6.69
1014.2,6.69
1019.4,6.64
1018.4,6.62
1016.3,6.64
1012.3,6.62
1005,6.61
1006,6.6
1005.3,6.6
993.71,6.7
988.68,6.67
994.93,6.7
996.1,6.69
999.34,6.67
997.51,6.69
998.86,6.67
1004.7,6.67
991.23,6.67
993.69,6.65
996.27,6.65
997.61,6.65
994.74,6.67
1006.4,6.7
1003.5,6.66
989.85,6.65
985.43,6.65
991.54,6.65
988.58,6.63
993.42,6.65
1002.6,6.65
999.12,6.63
1004.8,6.67
1008,6.69
1015.1,6.65
1007.6,6.63
1013.5,6.67
1028.3,6.7
1032.5,6.73
1036.9,6.68
1041.6,6.66
1029.9,6.66
1026.5,6.63
1025.5,6.62
1028.7,6.61
1022.2,6.61
1017.2,6.59
1012.1,6.65
1010.3,6.65
1014.3,6.66
1013.2,6.68
1010.2,6.68
1008.9,6.65
997.44,6.62
992.98,6.63
998.05,6.67
1007,6.67
1010.4,6.67
1015.3,6.62
1018.7,6.68
1022.4,6.7
1023,6.7
1014.1,6.66
1010.9,6.63
1005.1,6.62
1009.8,6.63
1013.1,6.63
1018.6,6.62
1030.4,6.64
1033.7,6.63
1034.5,6.65
1024,6.65
1021.8,6.65
1008.8,6.66
999.69,6.64
1001.4,6.65
1004.2,6.65
1009.7,6.65
1009.3,6.67
1010.7,6.66
1012.5,6.67
1006.7,6.67
1004.4,6.62
996.28,6.66
1007,6.71
1009.9,6.73
1017.1,6.7
1014.3,6.67
1021.4,6.65
1033.5,6.68
1029.9,6.7
1028,6.72
1027.8,6.73
1028.2,6.69
1032.3,6.68
1034.1,6.71
1024.8,6.69
1025.8,6.68
1034.8,6.7
1037.9,6.7
1035.2,6.67
1020.6,6.68
1015,6.69
1012.3,6.69
1010.5,6.71
1003.7,6.71
1005.7,6.7
1009.7,6.68
1015.4,6.66
1019.1,6.67
1009.2,6.68
1008.1,6.66
1013.1,6.68
1014.9,6.66
1010.9,6.68
1010.7,6.67
1011.8,6.64
1004.4,6.63
1004.4,6.64
1013.2,6.61
1017,6.64
1021.5,6.67
1016.5,6.65
1015.8,6.61
1012.8,6.68
1004.8,6.68
1003.8,6.69
1001.4,6.72
1003.9,6.71
1001.3,6.71
1000.9,6.74
1020,6.76
1026.3,6.72
1039.2,6.72
1049.8,6.73
1039.8,6.69
1028.8,6.66
1015.4,6.66
1015.8,6.66
1030.7,6.67
1035.8,6.66
1039.8,6.65
1036.2,6.66
1025.5,6.64
1023.2,6.66
1016.6,6.64
1014.5,6.65
1023.1,6.64
1033.2,6.6
1039.4,6.59
1041.7,6.58
1046.7,6.58
1052.9,6.61
1049.2,6.61
1039.5,6.61
1027.1,6.65
1007.7,6.63
1000.5,6.67
1013.6,6.67
1028.5,6.67
1045.1,6.68
1034,6.68
1025.6,6.67
1021.3,6.66
1023,6.65
1015.6,6.65
1016.4,6.67
1020.2,6.64
1025.3,6.64
1035.4,6.69
1039.9,6.7
1040.1,6.67
1038,6.63
1041.7,6.63
1035.1,6.64
1036.2,6.62
1034.4,6.63
1027.7,6.66
1032.3,6.68
1033.6,6.7
1030.6,6.73
1021.9,6.73
1025.9,6.73
1024.4,6.73
1024.2,6.71
1039.8,6.66
1038.5,6.65
1041.9,6.66
1053.5,6.64
1054.4,6.67
1042.5,6.65
1040.9,6.64
1036,6.7
1027.3,6.72
1024.4,6.71
1027.7,6.69
1029.3,6.67
1022.5,6.69
1025.8,6.71
1027.7,6.69
1027.3,6.68
1025.2,6.71
1033.2,6.7
1042.2,6.66
1056.2,6.69
1061.6,6.67
1063.4,6.67
1047.7,6.66
1039.9,6.68
1037.5,6.7
1032.7,6.72
1041,6.72
1042.3,6.75
1030.5,6.72
1032.6,6.66
1026.4,6.65
1022.6,6.69
1024.4,6.71
1031.7,6.72
1030.9,6.71
1035.7,6.71
1036.3,6.71
1039.4,6.7
1039.8,6.65
1055.8,6.62
1049.8,6.63
1047.1,6.58
1043.4,6.62
1034.2,6.6
1022.5,6.62
1026.7,6.65
1024.3,6.67
1027.1,6.67
1035.1,6.66
1057.7,6.67
1053.8,6.66
1048.6,6.69
1041.3,6.73
1029.8,6.77
1033.7,6.76
1034.3,6.78
1042.4,6.77
1024.8,6.73
1012,6.71
