0.92,0.92
258.96,1.97
372.09,2.89
502.09,3.25
627.1,4.17
711.19,4.93
770.39,5.41
824.22,5.8
844.37,6.07
851.07,6.24
858.62,6.37
867.81,6.45
875.15,6.53
875.92,6.58
874.13,6.56
884.98,6.57
891.54,6.58
894.73,6.59
892.08,6.64
883.33,6.65
891.01,6.67
888.11,6.68
884.44,6.68
882.88,6.68
883.33,6.66
877.71,6.62
878.49,6.61
883.65,6.61
891.01,6.62
890.75,6.61
890.21,6.61
889.69,6.64
894.22,6.63
894.2,6.6
896.87,6.58
898.76,6.59
895.52,6.63
890.54,6.59
893.4,6.56
891.27,6.54
896.59,6.54
896.33,6.58
897.4,6.59
897.67,6.64
897.42,6.64
891.53,6.65
892.86,6.62
892.07,6.61
904.71,6.61
904.99,6.59
901.45,6.58
893.66,6.62
894.73,6.62
898.76,6.62
898.89,6.6
895.81,6.63
885.22,6.64
878.76,6.65
874.64,6.63
865.5,6.6
863.06,6.58
868.82,6.61
880.03,6.61
885.28,6.64
886.01,6.62
871.34,6.62
874.39,6.64
889.99,6.65
900.65,6.63
895.86,6.59
891.54,6.57
892.07,6.56
879.29,6.58
873.87,6.6
874.01,6.57
877.97,6.58
874.4,6.6
872.11,6.62
879,6.62
883.33,6.62
889.43,6.63
891.27,6.63
888.9,6.66
892.06,6.62
893.4,6.62
888.89,6.61
888.23,6.64
890.74,6.61
887.84,6.58
891.55,6.62
896.06,6.6
902.8,6.59
896.87,6.57
890.75,6.6
906.63,6.64
903.91,6.64
901.72,6.64
899.29,6.64
901.18,6.61
909.1,6.58
908,6.6
901.18,6.6
902.8,6.61
898.21,6.58
893.93,6.6
888.11,6.59
884.44,6.61
886.27,6.61
870.36,6.6
870.53,6.62
874.39,6.62
881.59,6.62
894.47,6.63
901.18,6.62
897.95,6.65
905.26,6.66
910.13,6.64
903.67,6.65
893.66,6.66
897.95,6.66
896.59,6.63
897.95,6.57
891.28,6.57
892.33,6.54
890.21,6.55
892.08,6.55
898.48,6.55
906.91,6.5
903.9,6.53
896.07,6.58
893.67,6.55
889.95,6.56
890.54,6.59
895.54,6.55
898.75,6.58
894.19,6.6
902.54,6.56
903.63,6.56
896.59,6.58
891.8,6.59
888.64,6.62
886.59,6.62
886.8,6.64
885.49,6.69
892.33,6.72
889.95,6.69
882.68,6.62
882.62,6.62
877.97,6.61
875.66,6.62
876.2,6.61
879.45,6.62
882.36,6.63
879.26,6.63
875.92,6.64
888.9,6.61
888.23,6.61
896.34,6.64
893.13,6.66
891.8,6.64
900.09,6.64
905.8,6.6
902.53,6.61
889.19,6.6
884.97,6.61
879.77,6.64
879.01,6.63
889.42,6.61
889.18,6.6
877.22,6.62
872.1,6.63
873.88,6.61
870.83,6.61
865.81,6.61
864.07,6.61
881.61,6.59
887.32,6.6
885.48,6.62
887.57,6.59
888.63,6.59
890.74,6.56
892.34,6.58
887.33,6.57
886.54,6.58
887.84,6.58
890.54,6.6
889.95,6.61
896.33,6.64
891.8,6.67
889.16,6.67
899.03,6.65
899.29,6.65
902.81,6.59
905.32,6.59
904.71,6.58
906.35,6.58
908.55,6.6
902.81,6.61
901.72,6.61
900.9,6.63
897.13,6.57
902,6.55
907.46,6.55
898.77,6.52
903.62,6.53
897.54,6.54
894.19,6.52
892.59,6.52
893.12,6.56
891.98,6.59
